PlayingCello/v_PlayingCello_g13_c03.avi 58
Nunchucks/v_Nunchucks_g10_c04.avi 55
CuttingInKitchen/v_CuttingInKitchen_g22_c03.avi 24
PommelHorse/v_PommelHorse_g08_c04.avi 68
Lunges/v_Lunges_g16_c04.avi 51
Biking/v_Biking_g19_c03.avi 10
HandstandPushups/v_HandStandPushups_g25_c02.avi 36
TableTennisShot/v_TableTennisShot_g21_c03.avi 89
Skiing/v_Skiing_g15_c03.avi 80
SoccerJuggling/v_SoccerJuggling_g20_c01.avi 83
GolfSwing/v_GolfSwing_g08_c03.avi 32
UnevenBars/v_UnevenBars_g19_c03.avi 95
HorseRiding/v_HorseRiding_g25_c02.avi 41
Swing/v_Swing_g16_c02.avi 88
TennisSwing/v_TennisSwing_g08_c06.avi 91
BandMarching/v_BandMarching_g20_c01.avi 5
Bowling/v_Bowling_g22_c03.avi 15
PlayingDaf/v_PlayingDaf_g12_c03.avi 59
Archery/v_Archery_g08_c04.avi 2
Biking/v_Biking_g20_c05.avi 10
HeadMassage/v_HeadMassage_g16_c03.avi 38
SoccerJuggling/v_SoccerJuggling_g11_c03.avi 83
HandstandWalking/v_HandstandWalking_g12_c04.avi 37
PlayingDhol/v_PlayingDhol_g08_c06.avi 60
Skiing/v_Skiing_g21_c07.avi 80
IceDancing/v_IceDancing_g08_c03.avi 43
HighJump/v_HighJump_g10_c02.avi 39
BlowDryHair/v_BlowDryHair_g22_c02.avi 12
HeadMassage/v_HeadMassage_g25_c05.avi 38
HammerThrow/v_HammerThrow_g10_c03.avi 35
ApplyLipstick/v_ApplyLipstick_g17_c05.avi 1
Hammering/v_Hammering_g18_c02.avi 34
JavelinThrow/v_JavelinThrow_g12_c03.avi 44
JumpingJack/v_JumpingJack_g09_c05.avi 46
Drumming/v_Drumming_g11_c06.avi 26
Nunchucks/v_Nunchucks_g11_c02.avi 55
Surfing/v_Surfing_g19_c03.avi 87
Drumming/v_Drumming_g10_c04.avi 26
Billiards/v_Billiards_g18_c04.avi 11
CricketShot/v_CricketShot_g08_c01.avi 23
WritingOnBoard/v_WritingOnBoard_g24_c02.avi 99
WallPushups/v_WallPushups_g19_c04.avi 98
VolleyballSpiking/v_VolleyballSpiking_g10_c01.avi 96
ShavingBeard/v_ShavingBeard_g15_c01.avi 77
JumpingJack/v_JumpingJack_g13_c04.avi 46
Haircut/v_Haircut_g11_c02.avi 33
Fencing/v_Fencing_g24_c04.avi 27
BodyWeightSquats/v_BodyWeightSquats_g10_c02.avi 14
Archery/v_Archery_g21_c02.avi 2
VolleyballSpiking/v_VolleyballSpiking_g18_c02.avi 96
MilitaryParade/v_MilitaryParade_g17_c04.avi 52
JugglingBalls/v_JugglingBalls_g09_c01.avi 45
Fencing/v_Fencing_g08_c02.avi 27
HandstandWalking/v_HandstandWalking_g25_c01.avi 37
ParallelBars/v_ParallelBars_g25_c01.avi 56
PlayingCello/v_PlayingCello_g16_c06.avi 58
ThrowDiscus/v_ThrowDiscus_g24_c05.avi 92
WallPushups/v_WallPushups_g11_c06.avi 98
CricketBowling/v_CricketBowling_g15_c03.avi 22
PlayingSitar/v_PlayingSitar_g17_c02.avi 64
JumpingJack/v_JumpingJack_g19_c04.avi 46
BenchPress/v_BenchPress_g13_c02.avi 9
PlayingPiano/v_PlayingPiano_g18_c02.avi 63
